Date,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
2017-07-22,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-23,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-24,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-25,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-26,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-27,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-28,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-29,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-30,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-07-31,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.86,78.49
2017-08-01,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-02,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-03,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-04,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-05,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-06,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-07,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-08,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-09,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-10,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-11,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-12,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-13,14.98,2,0,184280929,75311960,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-14,14.98,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-15,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-16,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-17,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-18,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-19,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-20,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-21,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-22,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-23,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-24,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
